lon,lat,cat
116.4083182,39.9444555,artwork
116.405453,39.9451479,museum
116.4027231,39.947235,artwork
116.3839855,39.9957911,artwork
116.3920975,39.988702,viewpoint
116.3484244,39.9771455,museum
116.3517232,39.9821279,artwork
116.3507049,39.9823932,artwork
116.3480822,39.9828469,artwork
116.3502054,39.9830178,artwork
116.3513388,39.9834383,artwork
116.3508176,39.9839383,artwork
116.3466675,39.9875014,hotel
116.3499003,39.9876608,artwork
116.3459085,39.9887446,artwork
116.3490712,39.9888237,artwork
116.3502436,39.9888863,artwork
116.3816545,39.9970356,hotel
116.3816856,39.9897627,viewpoint
116.3359024,39.9492377,artwork
116.3363513,39.9466468,hotel
116.338845,39.9469296,hotel
116.3415005,39.9508908,hotel
116.3374996,39.9492554,hotel
116.3719594,40.0001073,hotel
116.372209,40.000104,information
116.374386,40.0079036,hotel
116.3618348,40.0039793,hotel
116.370342,39.998969,hotel
116.3290535,39.9532297,hotel
116.3341558,39.949322,museum
116.3347024,39.9487774,artwork
116.3389025,39.9761079,hotel
116.4025487,39.9410927,chalet
116.3725465,40.01081,attraction
116.3726606,40.0107019,attraction
116.3739731,40.0106062,attraction
116.3745476,40.0105863,attraction
116.3124505,39.9611957,information
116.3147309,39.9614238,information
116.3141335,39.9637089,information
116.3860532,40.0138561,viewpoint
116.3861234,40.01217,attraction
116.3998489,40.0045795,hotel
116.3081138,39.9679657,artwork
116.3087946,39.9680538,artwork
116.3106331,39.9686329,artwork
116.4066272,39.9995654,hotel
116.4154362,40.0004045,hotel
116.3474116,40.0003194,hotel
116.3347455,39.9884204,apartment
116.3287036,39.9920634,hotel
116.3456651,40.0071217,hotel
116.3355364,39.999899,hotel
116.3368705,39.9924249,chalet
116.3371204,39.9957088,hotel
116.3471044,40.0084879,motel
116.3478531,40.0357954,hotel
116.36237,40.040189,attraction
116.3327173,40.0013854,hotel
116.3396244,40.010824,hotel
116.4011186,40.0284417,attraction
116.3167654,40.0021207,attraction
116.3168682,40.0019264,attraction
116.3173518,39.9998118,hotel
116.3184241,40.0008585,attraction
116.3160587,39.9991209,information
116.3160569,39.9995449,hotel
116.3077638,39.9964944,hotel
116.40903,40.053439,hotel
116.406605,40.053521,hotel
116.406627,40.054309,hotel
116.410081,40.05518,hotel
116.4117577,40.056419,hotel
116.4073509,40.0507132,hotel
116.4122639,40.0284409,guest_house
116.4123463,40.0327664,guest_house
116.313417,39.999747,attraction
116.3101998,40.0115682,attraction
116.3119252,40.0007452,hotel
116.3108673,40.0004206,hotel
116.3064166,40.0109999,attraction
116.3095683,40.0097719,attraction
116.4047245,40.0570159,hotel
116.3524576,40.0799161,hotel
116.3272835,40.0340303,hotel
116.3302481,40.0359283,hotel
116.4016673,40.0710129,hostel
116.4076583,40.0486515,hotel
116.408857,40.041556,hotel
116.3087395,40.0118328,information
116.309107,40.0121822,attraction
116.3065795,40.0123924,attraction
116.3105144,40.0118851,attraction
116.3066787,40.0118358,attraction
116.3082402,40.0121142,attraction
116.4096445,40.0669967,hotel
116.411047,40.057052,hotel
116.411178,40.0602951,chalet
116.4158135,40.0630295,chalet
116.4051687,40.069844,hotel
116.4109524,40.0737604,chalet
116.412047,40.0768699,hotel
116.2419074,40.2022967,hotel
